,Name,Smiles
1270,Cephaloglycin,S1[C@H]2N(C(C(O)=O)=C(C1)COC(=O)C)C(=O)[C@H]2NC(=O)[C@H](N)c1ccccc1
1271,Mycophenolate mofetil,O1Cc2c(c(O)c(C\C=C(\CCC(OCCN3CCOCC3)=O)/C)c(OC)c2C)C1=O
1272,Fludrocortisone,F[C@@]12[C@H]([C@@H]3CC[C@](O)(C(=O)CO)[C@]3(C[C@@H]1O)C)CCC1=CC(=O)CC[C@@]12C
1273,Pentosan Polysulfate,S(O[C@@H]1[C@@H](OS(O)(=O)=O)[C@@H](OC[C@H]1O[C@@H]1OC[C@@H](O)[C@H](OS(O)(=O)=O)[C@H]1OS(O)(=O)=O)O)(O)(=O)=O
1274,Trovafloxacin,Fc1cc(F)ccc1N1C=C(C(O)=O)C(=O)c2cc(F)c(nc12)N1C[C@@H]2[C@H](C1)C2N
1275,Tobramycin,O1[C@H](CO)[C@@H](O)[C@H](N)[C@@H](O)[C@H]1O[C@@H]1[C@@H](O)[C@H](O[C@H]2O[C@H](CN)[C@@H](O)C[C@H]2N)[C@@H](N)C[C@H]1N
1276,Midazolam,Clc1cc2c(-n3c(CN=C2c2ccccc2F)cnc3C)cc1
1277,Warfarin,O1c2c(cccc2)C(O)=C(C(CC(=O)C)c2ccccc2)C1=O
1278,Amphotericin B,O1[C@@H](C)[C@H](C)[C@H](O)[C@H](\C=C\C=C\C=C\C=C\C=C\C=C\C=C\[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@@](O)(C[C@H](O)[C@H]2C(O)=O)C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC1=O)C
1279,Moricizine,S1c2c(N(c3c1cccc3)C(=O)CCN1CCOCC1)cc(NC(OCC)=O)cc2
1280,Thioridazine,S1c2c(N(c3c1cccc3)CCC1N(CCCC1)C)cc(SC)cc2
1281,Losartan,Clc1nc(n(Cc2ccc(cc2)-c2ccccc2-c2nn[nH]n2)c1CO)CCCC
1282,Isoflurophate,P(F)(OC(C)C)(OC(C)C)=O
1283,Benzyl Benzoate,O(C(=O)c1ccccc1)Cc1ccccc1
1284,Tamoxifen,O(CCN(C)C)c1ccc(cc1)\C(=C(\CC)/c1ccccc1)\c1ccccc1
1285,Galantamine,O1[C@@H]2[C@@]3(CCN(Cc4c3c1c(OC)cc4)C)C=C[C@H](O)C2
1286,Aprepitant,Fc1ccc(cc1)[C@@H]1N(CCO[C@@H]1O[C@H](C)c1cc(cc(c1)C(F)(F)F)C(F)(F)F)CC=1NC(=O)NN=1
1287,Chlorpropamide,Clc1ccc(S(=O)(=O)NC(=O)NCCC)cc1
1288,Cefixime,s1cc(nc1N)/C(=N/OCC(O)=O)/C(=O)N[C@H]1[C@H]2SCC(C=C)=C(N2C1=O)C(O)=O
1289,Pirenzepine,O=C1Nc2cccnc2N(c2c1cccc2)C(=O)CN1CCN(CC1)C
1290,Sumatriptan,S(=O)(=O)(NC)Cc1cc2c([nH]cc2CCN(C)C)cc1
1291,Epinephrine,Oc1cc(ccc1O)[C@@H](O)CNC
1292,Histamine Phosphate,P(O)(O)(O)=O.P(O)(O)(O)=O.[nH]1cncc1CCN
1293,Nafarelin,Oc1ccc(cc1)CC(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C1NC(=O)CC1)Cc1nc[nH]c1)Cc1c2c([nH]c1)cccc2)CO)C(=O)NC(Cc1cc2c(cc1)cccc2)C(=O)NC(CC(C)C)C(=O)NC(CCCNC(N)=N)C(=O)N1CCCC1C(=O)NCC(=O)N
1294,Nilutamide,FC(F)(F)c1cc(N2C(=O)C(NC2=O)(C)C)ccc1[N+](=O)[O-]
1295,Sulfametopyrazine,S(=O)(=O)(Nc1nccnc1OC)c1ccc(N)cc1
1296,Flumethasone,F[C@@]12[C@H]([C@@H]3C[C@@H](C)[C@](O)(C(=O)CO)[C@]3(C[C@@H]1O)C)C[C@H](F)C1=CC(=O)C=C[C@@]12C
1297,Trimethobenzamide,O(C)c1c(OC)cc(cc1OC)C(=O)NCc1ccc(OCCN(C)C)cc1
1298,Verapamil,O(C)c1cc(ccc1OC)C(C(C)C)(CCCN(CCc1cc(OC)c(OC)cc1)C)C#N
1299,Metaxalone,O1C(CNC1=O)COc1cc(cc(c1)C)C
1300,Acamprosate,S(O)(=O)(=O)CCCNC(=O)C
1301,Sevelamer,ClCC1OC1.NCC=C
1302,Mecamylamine,N(C)C1(C2CC(CC2)C1(C)C)C
1303,Trazodone,Clc1cc(N2CCN(CC2)CCCN2N=C3N(C=CC=C3)C2=O)ccc1
1304,Estrone,Oc1cc2CC[C@H]3[C@@H]4CCC(=O)[C@]4(CC[C@@H]3c2cc1)C
1305,Latanoprost,O[C@@H]1C[C@H](O)[C@H](C\C=C/CCCC(OC(C)C)=O)[C@H]1CC[C@@H](O)CCc1ccccc1
1306,Magnesium Sulfate,S(=O)(=O)([O-])[O-].[Mg+2]
1307,Pentazocine,Oc1cc2c(C[C@H]3N(CC[C@]2(C)[C@H]3C)CC=C(C)C)cc1
1308,Dyphylline,O=C1N(C)C(=O)N(c2ncn(c12)CC(O)CO)C
1309,Leucovorin,O=C1N=C(NC=2NC[C@@H](N(C1=2)C=O)CNc1ccc(cc1)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N
1310,Stavudine,O1[C@@H](C=C[C@@H]1N1C=C(C)C(=O)NC1=O)CO
1311,Mitotane,Clc1ccccc1C(C(Cl)Cl)c1ccc(Cl)cc1
1312,Dextropropoxyphene,O([C@]([C@@H](CN(C)C)C)(Cc1ccccc1)c1ccccc1)C(=O)CC
1313,Nystatin,O1C(C)C(C)C(O)C(\C=C\C=C\CC\C=C\C=C\C=C\C=C\C(OC2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)CC(O)C(C(O)=O)C(O)CC(=O)CC(O)C(O)CCC(O)CC(O)CC(O)CC1=O)C
1314,Dyclonine,O(CCCC)c1ccc(cc1)C(=O)CCN1CCCCC1
1315,Gonadorelin,Oc1ccc(cc1)CC(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C1NC(=O)CC1)Cc1[nH]cnc1)Cc1c2c([nH]c1)cccc2)CO)C(=O)NCC(=O)NC(CC(C)C)C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(=O)N
1316,Mebendazole,O(C(=O)Nc1[nH]c2cc(ccc2n1)C(=O)c1ccccc1)C
1317,Pemetrexed,O=C1N=C(Nc2[nH]cc(c12)CCc1ccc(cc1)C(=O)N[C@H](CCC(O)=O)C(O)=O)N
1318,Simvastatin,O1[C@@H](C[C@@H](O)CC1=O)CC[C@@H]1[C@@H]2C(=C[C@@H](C[C@@H]2OC(=O)C(CC)(C)C)C)C=C[C@@H]1C
1319,Adenosine,O1[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]1n1c2ncnc(N)c2nc1
1320,Butoconazole,Clc1cccc(Cl)c1SC(CCc1ccc(Cl)cc1)Cn1ccnc1
1321,Inulin,O1[C@](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)(CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO[C@@]2(O[C@H](CO)[C@@H](O)[C@@H]2O)CO)[C@@H](O)[C@H](O)[C@H]1CO
1322,Astemizole,Fc1ccc(cc1)Cn1c2c(nc1NC1CCN(CC1)CCc1ccc(OC)cc1)cccc2
1323,Clofibrate,Clc1ccc(OC(C(OCC)=O)(C)C)cc1
1324,Prednisone,O=C1C=C2CC[C@@H]3[C@@H]([C@]2(C=C1)C)C(=O)C[C@]1([C@H]3CC[C@]1(O)C(=O)CO)C
1325,Sulfacetamide,S(=O)(=O)(NC(=O)C)c1ccc(N)cc1
1326,Dexmedetomidine,[nH]1cc(nc1)[C@@H](C)c1cccc(C)c1C
1327,Docosanol,OCCCCCCCCCCCCCCCCCCCCCC
1328,Clofarabine,Clc1nc(N)c2ncn(c2n1)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F
1329,Alendronate,P(O)(O)(=O)C(P(O)(O)=O)(O)CCCN
1330,Guanabenz,Clc1cccc(Cl)c1C=NN=C(N)N
1331,Clorazepate,Clc1cc2c(NC(=O)C(N=C2c2ccccc2)C(O)=O)cc1
1332,Niacin,OC(=O)c1cccnc1
1333,Bacitracin,S1C[C@H](N=C1[C@@H](N)[C@H](CC)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(O)=O)C(=O)N[C@@H]([C@H](CC)C)C(=O)N[C@H]1CCCCNC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC1=O)CCCN)[C@H](CC)C)Cc1ccccc1)Cc1nc[nH]c1)CC(O)=O)CC(=O)N
1334,Efavirenz,Clc1cc2c(NC(O[C@]2(C#CC2CC2)C(F)(F)F)=O)cc1
1335,Testosterone,O=C1CC[C@@]2([C@@H]3[C@H]([C@@H]4CC[C@H](O)[C@]4(CC3)C)CCC2=C1)C
1336,Fluphenazine,S1c2c(N(c3c1cccc3)CCCN1CCN(CC1)CCO)cc(cc2)C(F)(F)F
1337,Nicardipine,O(C(=O)C=1C(C(C(OC)=O)=C(NC=1C)C)c1cc([N+](=O)[O-])ccc1)CCN(Cc1ccccc1)C
1338,Oxandrolone,O1C[C@]2([C@H](CC1=O)CC[C@H]1[C@@H]3CC[C@@](O)(C)[C@]3(CC[C@@H]12)C)C
1339,Triamcinolone,F[C@@]12[C@H]([C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@]3(C[C@@H]1O)C)CCC1=CC(=O)C=C[C@@]12C
1340,Imatinib,O=C(Nc1cc(Nc2nc(ccn2)-c2cccnc2)c(cc1)C)c1ccc(cc1)CN1CCN(CC1)C
1341,Demeclocycline,Clc1c2c(C(=O)C=3[C@H](C[C@@H]4[C@@](O)(C(=O)C(C(=O)N)=C(O)[C@H]4N(C)C)C=3O)[C@@H]2O)c(O)cc1
1342,Paramethadione,O1C(CC)(C)C(=O)N(C)C1=O
1343,Candoxatril,O(C(=O)[C@@H](CC1(CCCC1)C(=O)NC1CCC(CC1)C(O)=O)COCCOC)c1cc2CCCc2cc1
1344,Rifabutin,O1c2c3c4c(c(O)c2C)C(=O)C(NC(=O)/C(=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)C)[C@H](C)[C@@H](OC)\C=C\O[C@]1(C)C3=O)/C)=C1NC2(N=C14)CCN(CC2)CC(C)C
1345,Furazolidone,O1CCN(N=Cc2oc([N+](=O)[O-])cc2)C1=O
1346,Amodiaquine,Clc1cc2nccc(Nc3cc(CN(CC)CC)c(O)cc3)c2cc1
1347,Bisoprolol,O(CC(O)CNC(C)C)c1ccc(cc1)COCCOC(C)C
1348,Butorphanol,Oc1cc2[C@@]34CCCC[C@@]3(O)[C@H](N(CC4)CC3CCC3)Cc2cc1
1349,Metaraminol,Oc1cc(ccc1)[C@@H](O)[C@@H](N)C
1350,Ethionamide,S=C(N)c1cc(ncc1)CC
1351,Chloroquine,Clc1cc2nccc(NC(CCCN(CC)CC)C)c2cc1
1352,Nafcillin,S1[C@H]2N([C@@H](C(O)=O)C1(C)C)C(=O)[C@H]2NC(=O)c1c2c(ccc1OCC)cccc2
1353,Cyclothiazide,Clc1cc2NC(NS(=O)(=O)c2cc1S(=O)(=O)N)C1C2CC(C1)C=C2
1354,Sulindac,S(=O)(C)c1ccc(cc1)\C=C\1/c2c(cc(F)cc2)C(CC(O)=O)=C/1C
1355,Cisapride,Clc1cc(C(=O)N[C@@H]2CCN(C[C@@H]2OC)CCCOc2ccc(F)cc2)c(OC)cc1N
1356,Medroxyprogesterone Acetate,O=C1CC[C@@]2([C@@H]3[C@H]([C@@H]4CC[C@](OC(=O)C)(C(=O)C)[C@]4(CC3)C)C[C@@H](C2=C1)C)C
1357,Ivermectin,O1[C@@H]2C[C@@]3(O[C@H](C(C)C)[C@H](CC3)C)O[C@H](C\C=C(/C)\[C@@H](O[C@@H]3O[C@@H](C)[C@H](O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](OC)C4)[C@@H](OC)C3)[C@H](\C=C\C=C\3/CO[C@@H]4[C@H](O)C(=C[C@H]([C@]/34O)C1=O)C)C)C2.O1[C@@H]2C[C@@]3(O[C@H]([C@@H](CC)C)[C@H](CC3)C)O[C@H](C\C=C(/C)\[C@@H](O[C@@H]3O[C@@H](C)[C@H](O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](OC)C4)[C@@H](OC)C3)[C@H](\C=C\C=C\3/CO[C@@H]4[C@H](O)C(=C[C@H]([C@]/34O)C1=O)C)C)C2
1358,Linezolid,Fc1cc(N2C[C@@H](OC2=O)CNC(=O)C)ccc1N1CCOCC1
1359,Monobenzone,O(Cc1ccccc1)c1ccc(O)cc1
1360,Thiopental,S=C1NC(=O)C(C(CCC)C)(CC)C(=O)N1
1361,Labetalol,Oc1ccc(cc1C(=O)N)C(O)CNC(CCc1ccccc1)C
1362,Gadoteridol,[Gd+3].OC(CN1CCN(CCN(CCN(CC1)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])C
1363,Halobetasol Propionate,ClCC(=O)[C@@]1(OC(=O)CC)[C@H](CC2C3C[C@H](F)C4=CC(=O)C=CC4(C)[C@@]3(F)C(O)CC12C)C
1364,Oxytetracycline,OC=1[C@@H](N(C)C)[C@H]2[C@@](O)(C(=O)C=1C(=O)N)C(O)=C1[C@@H]([C@](O)(c3c(C1=O)c(O)ccc3)C)[C@@H]2O
1365,Amiloride,Clc1nc(C(=O)N=C(N)N)c(nc1N)N
1366,Ethosuximide,O=C1NC(=O)CC1(CC)C
1367,Piperazine,N1CCNCC1
1368,Fluocinolone Acetonide,F[C@@]12[C@H]([C@@H]3C[C@H]4OC(O[C@@]4(C(=O)CO)[C@]3(C[C@@H]1O)C)(C)C)C[C@H](F)C1=CC(=O)C=C[C@@]12C
1369,Doxazosin,O1c2c(OCC1C(=O)N1CCN(CC1)c1nc(N)c3cc(OC)c(OC)cc3n1)cccc2
1370,Lisuride,O=C(N[C@H]1C=C2[C@H](N(C1)C)Cc1c3c2cccc3[nH]c1)N(CC)CC
1371,Fluticasone Propionate,S(C(=O)[C@]1(OC(=O)CC)[C@@]2([C@H]([C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C2)C[C@H]1C)C)CF
1372,Cinalukast,s1cc(nc1\C=C\c1cc(NC(=O)CC(CC)(CC)C(O)=O)ccc1)C1CCC1
1373,Diclofenac,Clc1cccc(Cl)c1Nc1ccccc1CC(O)=O
1374,Nizatidine,s1cc(nc1CN(C)C)CSCCN\C(\NC)=C\[N+](=O)[O-]
1375,Enalapril,O(CC)C(=O)[C@@H](N[C@H](C(=O)N1CCC[C@H]1C(O)=O)C)CCc1ccccc1
1376,L-Carnitine,O=C([O-])C[C@@H](O)C[N+](C)(C)C
1377,Voriconazole,Fc1cc(F)ccc1[C@](O)([C@@H](C)c1ncncc1F)Cn1ncnc1
1378,Lactulose,O1[C@](O)(CO)[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H]1CO
1379,Mazindol,Clc1ccc(cc1)C1(O)N2C(=NCC2)c2c1cccc2
1380,Carbenicillin,S1[C@H]2N([C@@H](C(O)=O)C1(C)C)C(=O)[C@H]2NC(=O)C(C(O)=O)c1ccccc1
1381,Valaciclovir,O=C1N=C(Nc2n(cnc12)COCCOC(=O)[C@@H](N)C(C)C)N
1382,Sulfamethizole,s1c(nnc1NS(=O)(=O)c1ccc(N)cc1)C
1383,Clonidine,Clc1cccc(Cl)c1NC=1NCCN=1
1384,Fenoprofen,O(c1cc(ccc1)C(C(O)=O)C)c1ccccc1
1385,Atropine,O(C(=O)C(CO)c1ccccc1)C1C[C@@H]2N([C@H](C1)CC2)C
1386,Propranolol,O(CC(O)CNC(C)C)c1c2c(ccc1)cccc2
1387,Vinblastine,O(C)c1cc2N([C@@H]3[C@@]4([C@H]5N(CC=C[C@@]5(CC)[C@@H](OC(=O)C)[C@]3(O)C(OC)=O)CC4)c2cc1[C@@]1(c2[nH]c3c(c2CCN2C[C@@](O)(C[C@H](C1)C2)CC)cccc3)C(OC)=O)C
1388,Fondaparinux sodium,S(=O)(=O)([O-])N[C@@H]1[C@@H](OS(=O)(=O)[O-])[C@H](O[C@@H]2O[C@H](C(O)=O)[C@@H](O[C@H]3O[C@H](COS(=O)(=O)[O-])[C@@H](O)[C@H](O)[C@H]3NS(=O)(=O)[O-])[C@H](O)[C@H]2O)[C@H](O[C@@H]1O[C@H]1[C@H](O)[C@@H](OS(=O)(=O)[O-])[C@@H](O[C@H]1C(O)=O)O[C@H]1[C@H](O)[C@@H](NS(=O)(=O)[O-])[C@H](O[C@@H]1COS(=O)(=O)[O-])OC)COS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+]
1389,Cinnarizine,N1(CCN(CC1)CC=Cc1ccccc1)C(c1ccccc1)c1ccccc1
1390,Cephalexin,S1[C@H]2N(C(C(O)=O)=C(C1)C)C(=O)[C@H]2NC(=O)[C@H](N)c1ccccc1
1391,Succimer,SC(C(S)C(O)=O)C(O)=O
1392,Cisatracurium besylate,S(=O)(=O)([O-])c1ccccc1.S(=O)(=O)([O-])c1ccccc1.O(C)c1cc(ccc1OC)C[C@H]1[N@+](CCc2cc(OC)c(OC)cc12)(CCC(OCCCCCOC(=O)CC[N@+]1(CCc2cc(OC)c(OC)cc2[C@H]1Cc1cc(OC)c(OC)cc1)C)=O)C
1393,Carbamazepine,O=C(N)N1c2c(C=Cc3c1cccc3)cccc2
1394,Methotrexate,OC(=O)CC[C@H](NC(=O)c1ccc(N(Cc2nc3c(nc(nc3N)N)nc2)C)cc1)C(O)=O
1395,Benzthiazide,Clc1cc2NC(=NS(=O)(=O)c2cc1S(=O)(=O)N)CSCc1ccccc1
1396,Doxapram,O1CCN(CC1)CCC1CN(CC)C(=O)C1(c1ccccc1)c1ccccc1
1397,Tigecycline,OC=1[C@@H](N(C)C)[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C=1C(=O)N)C(=O)c1c(C3)c(N(C)C)cc(NC(=O)CNC(C)(C)C)c1O
1398,Bosentan,S(=O)(=O)(Nc1nc(nc(OCCO)c1Oc1ccccc1OC)-c1ncccn1)c1ccc(cc1)C(C)(C)C
1399,Zanamivir,O1[C@@H]([C@H](O)[C@H](O)CO)[C@H](NC(=O)C)[C@@H](N=C(N)N)C=C1C(O)=O
1400,Hydroxyzine,Clc1ccc(cc1)C(N1CCN(CC1)CCOCCO)c1ccccc1
1401,Perflutren,FC(F)(C(F)(F)F)C(F)(F)F
1402,Lamotrigine,Clc1c(cccc1Cl)-c1nnc(nc1N)N
1403,Piroxicam,S1(=O)(=O)N(C)C(C(=O)Nc2ncccc2)=C(O)c2c1cccc2
1404,Methoxsalen,O1c2c(C=CC1=O)cc1c(occ1)c2OC
1405,Pentostatin,O1[C@H](CO)[C@@H](O)C[C@@H]1n1c2N=CNC[C@@H](O)c2nc1
1406,Acetohydroxamic Acid,O=C(NO)C
1407,Propylthiouracil,S=C1NC(=CC(=O)N1)CCC
1408,Zafirlukast,S(=O)(=O)(NC(=O)c1cc(OC)c(cc1)Cc1c2cc(NC(OC3CCCC3)=O)ccc2n(c1)C)c1ccccc1C
1409,Azelaic Acid,OC(=O)CCCCCCCC(O)=O
1410,Desoximetasone,F[C@@]12[C@H]([C@@H]3C[C@@H](C)[C@H](C(=O)CO)[C@]3(C[C@@H]1O)C)CCC1=CC(=O)C=C[C@@]12C
1411,Adinazolam,Clc1cc2c(-n3c(nnc3CN(C)C)CN=C2c2ccccc2)cc1
1412,Pyridostigmine,O(C(=O)N(C)C)c1ccc[n+](c1)C
1413,Fluorouracil,FC1=CNC(=O)NC1=O
1414,Amoxapine,Clc1cc2c(Oc3c(N=C2N2CCNCC2)cccc3)cc1
1415,Benazepril,O=C1N(c2c(CC[C@@H]1N[C@@H](CCc1ccccc1)C(OCC)=O)cccc2)CC(O)=O
1416,Vincristine,O(C)c1cc2N([C@@H]3[C@@]4([C@H]5N(CC=C[C@@]5(CC)[C@@H](OC(=O)C)[C@]3(O)C(OC)=O)CC4)c2cc1[C@@]1(c2[nH]c3c(c2CCN2C[C@@](O)(C[C@H](C1)C2)CC)cccc3)C(OC)=O)C=O
1417,Nortriptyline,N(CCC=C1c2c(CCc3c1cccc3)cccc2)C
1418,Toremifene,ClCC\C(=C(\c1ccc(OCCN(C)C)cc1)/c1ccccc1)\c1ccccc1
1419,Gadoversetamide,[Gd+3].O(CCNC(=O)CN(CCN(CCN(CC(=O)NCCOC)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])C
1420,Ciprofloxacin,Fc1cc2c(N(C=C(C(O)=O)C2=O)C2CC2)cc1N1CCNCC1
1421,Guanidine,NC(N)=N
1422,Cefdinir,s1cc(nc1N)/C(=N/O)/C(=O)N[C@H]1[C@H]2SCC(C=C)=C(N2C1=O)C(O)=O
1423,Chlormerodrin,[Hg](Cl)CC(OC)CNC(=O)N
1424,Cyclophosphamide,ClCCN(P1(OCCCN1)=O)CCCl
1425,Erlotinib,O(CCOC)c1cc2c(ncnc2Nc2cc(ccc2)C#C)cc1OCCOC
1426,Foscarnet,P(O)(O)(=O)C(O)=O
1427,Lercanidipine,O(C(=O)C=1C(C(C(OC)=O)=C(NC=1C)C)c1cc([N+](=O)[O-])ccc1)C(CN(CCC(c1ccccc1)c1ccccc1)C)(C)C
1428,Cinchocaine,O(CCCC)c1nc2c(cccc2)c(c1)C(=O)NCCN(CC)CC
1429,Oxaliplatin,[Pt]12(OC(=O)C(O1)=O)N[C@H]1[C@H](N2)CCCC1
1430,Tolnaftate,S=C(Oc1cc2c(cc1)cccc2)N(C)c1cc(ccc1)C
1431,Metolazone,Clc1cc2NC(N(c3ccccc3C)C(=O)c2cc1S(=O)(=O)N)C
1432,Alitretinoin,OC(=O)\C=C(\C=C\C=C(\C=C\C=1C(CCCC=1C)(C)C)/C)/C
1433,Carteolol,O(CC(O)CNC(C)(C)C)c1c2CCC(=O)Nc2ccc1
1434,Caspofungin,Oc1ccc(cc1)[C@H](O)[C@@H](O)[C@@H]1NC(=O)[C@H]2N(C[C@H](O)C2)C(=O)[C@@H](NC(=O)[C@@H](NC(=O)CCCCCCCCC(CC(CC)C)C)C[C@@H](O)[C@H](NC(=O)[C@H]2N(CC[C@@H]2O)C(=O)[C@@H](NC1=O)[C@H](O)CCN)NCCN)[C@H](O)C
1435,Trandolapril,O(CC)C(=O)[C@@H](N[C@H](C(=O)N1[C@@H]2[C@@H](C[C@H]1C(O)=O)CCCC2)C)CCc1ccccc1
1436,Albendazole,S(CCC)c1cc2[nH]c(nc2cc1)NC(OC)=O
1437,Anisotropine Methylbromide,[Br-].O(C(=O)C(CCC)CCC)C1CC2[N+](C(C1)CC2)(C)C
1438,Bentoquatam,[Si](=O)=O.[AlH2-]([OH2+])O[AlH2-][OH2+].O
1439,Cisplatin,[Pt](Cl)(Cl)(N)N
1440,Dextromethorphan,O(C)c1cc2[C@]34[C@@H]([C@@H](N(CC3)C)Cc2cc1)CCCC4
1441,Aminocaproic Acid,OC(=O)CCCCCN
1442,Vancomycin,Clc1c2Oc3cc4[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC)CC(C)C)[C@H](O)c(c1)cc2)CC(=O)N)C(=O)N[C@@H]1c2cc(-c5c(cc(O)cc5O)[C@H](NC(=O)[C@@H](NC1=O)[C@H](O)c1cc(Cl)c(Oc(c4)c3O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@@H](C)[C@@H](O)[C@@](N)(C3)C)cc1)C(O)=O)c(O)cc2
1443,Acetyldigitoxin,O1CC(=CC1=O)[C@H]1CC[C@]2(O)[C@H]3[C@H](CC[C@]12C)[C@@]1([C@@H](C[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@@H]4O[C@H](C)[C@@H](O[C@@H]5O[C@H](C)[C@@H](O)[C@@H](OC(=O)C)C5)[C@@H](O)C4)[C@@H](O)C2)CC1)CC3)C
1444,Dextrothyroxine,Ic1cc(cc(I)c1Oc1cc(I)c(O)c(I)c1)C[C@@H](N)C(O)=O
1445,Triflupromazine,S1c2c(N(c3c1cccc3)CCCN(C)C)cc(cc2)C(F)(F)F
1446,Nitazoxanide,s1c([N+](=O)[O-])cnc1NC(=O)c1ccccc1OC(=O)C
1447,Levallorphan,Oc1cc2[C@@]34[C@H]([C@H](N(CC3)CC=C)Cc2cc1)CCCC4
1448,Ritonavir,s1cncc1COC(=O)N[C@H]([C@@H](O)C[C@@H](NC(=O)[C@@H](NC(=O)N(Cc1nc(sc1)C(C)C)C)C(C)C)Cc1ccccc1)Cc1ccccc1
1449,Haloperidol,Clc1ccc(cc1)C1(O)CCN(CC1)CCCC(=O)c1ccc(F)cc1
1450,Cimetidine,S(Cc1nc[nH]c1C)CCN\C(=N\C)\NC#N
1451,Tolmetin,OC(=O)Cc1n(C)c(cc1)C(=O)c1ccc(cc1)C
